menu_id,image_id,page_number,height,width,,,,,,,,,,,,,,,,,
27866,3951411,4,3731,2638,,,,,,,,,,,,,,,,,
27867,3951412,1,3724,2651,,,,,,,,,,,,,,,,,
27867,3951413,2,3713,2651,,,,,,,,,,,,,,,,,
27867,3951414,3,3707,2657,,,,,,,,,,,,,,,,,
27867,3951415,4,3724,2650,,,,,,,,,,,,,,,,,
27868,3951416,1,3541,5457,,,,,,,,,,,,,,,,,
27868,3951417,2,6810,4713,,,,,,,,,,,,,,,,,
27869,3951418,1,5487,3692,,,,,,,,,,,,,,,,,
27869,3951419,2,5246,3438,,,,,,,,,,,,,,,,,
27869,3951420,3,5258,3457,,,,,,,,,,,,,,,,,
27869,3951421,4,5254,3296,,,,,,,,,,,,,,,,,
27869,3951422,5,5230,3363,,,,,,,,,,,,,,,,,
27869,3951423,6,5487,3705,,,,,,,,,,,,,,,,,
27870,3951424,1,5060,3748,,,,,,,,,,,,,,,,,
27870,3951425,2,5034,3736,,,,,,,,,,,,,,,,,
27870,3951426,3,5042,3739,,,,,,,,,,,,,,,,,
27871,3951527,1,3744,2440,,,,,,,,,,,,,,,,,
27871,3951528,2,3754,2441,,,,,,,,,,,,,,,,,
27871,3951529,3,3748,2440,,,,,,,,,,,,,,,,,
27872,3951530,1,5708,2858,,,,,,,,,,,,,,,,,
27872,3951531,2,5673,2917,,,,,,,,,,,,,,,,,
27872,3951532,3,5688,2972,,,,,,,,,,,,,,,,,
27873,3951533,1,5149,3120,,,,,,,,,,,,,,,,,
27873,3951534,2,5121,3113,,,,,,,,,,,,,,,,,
27873,3951535,3,5167,3086,,,,,,,,,,,,,,,,,
27873,3951536,4,5119,3084,,,,,,,,,,,,,,,,,
27873,3951537,5,5139,3122,,,,,,,,,,,,,,,,,
27873,3951538,6,5144,3133,,,,,,,,,,,,,,,,,
27874,3951539,,4615,3196,,,,,,,,,,,,,,,,,
27875,3951540,1,6880,4001,,,,,,,,,,,,,,,,,
27875,3951541,2,6880,3980,,,,,,,,,,,,,,,,,
27875,3951542,3,6895,4031,,,,,,,,,,,,,,,,,
27875,3951543,4,6883,3975,,,,,,,,,,,,,,,,,
27875,3951544,5,6880,4008,,,,,,,,,,,,,,,,,
27875,3951545,6,6908,3994,,,,,,,,,,,,,,,,,
27875,3951546,7,6894,3987,,,,,,,,,,,,,,,,,
27875,3951547,8,6954,4072,,,,,,,,,,,,,,,,,
27876,3951548,1,6393,2674,,,,,,,,,,,,,,,,,
27876,3951549,2,4798,4742,,,,,,,,,,,,,,,,,
27876,3951550,3,6398,5165,,,,,,,,,,,,,,,,,
27876,3951551,4,4790,2377,,,,,,,,,,,,,,,,,
27876,3951552,5,4762,2398,,,,,,,,,,,,,,,,,
27876,3951553,6,4775,2391,,,,,,,,,,,,,,,,,
27876,3951554,7,6373,2665,,,,,,,,,,,,,,,,,
27877,3951555,1,5934,4177,,,,,,,,,,,,,,,,,
27877,3951556,2,5905,4169,,,,,,,,,,,,,,,,,
27877,3951557,3,1132,1980,,,,,,,,,,,,,,,,,
27877,3951558,4,3967,3730,,,,,,,,,,,,,,,,,
27877,3951559,5,5905,4197,,,,,,,,,,,,,,,,,
27877,3951560,6,5934,4191,,,,,,,,,,,,,,,,,
27878,3951561,1,5144,3650,,,,,,,,,,,,,,,,,
27878,3951562,2,5130,3678,,,,,,,,,,,,,,,,,
27878,3951563,3,5136,3666,,,,,,,,,,,,,,,,,
27878,3951564,4,5082,1830,,,,,,,,,,,,,,,,,
27878,3951565,5,5148,3641,,,,,,,,,,,,,,,,,
27879,3951566,1,4339,3034,,,,,,,,,,,,,,,,,
27879,3951567,2,4331,3017,,,,,,,,,,,,,,,,,
27879,3951568,3,4274,2975,,,,,,,,,,,,,,,,,
27879,3951569,4,3472,2372,,,,,,,,,,,,,,,,,
27879,3951570,5,4259,2921,,,,,,,,,,,,,,,,,
27880,3951571,1,4229,1620,,,,,,,,,,,,,,,,,
27880,3951572,2,4210,1616,,,,,,,,,,,,,,,,,
27880,3951573,3,4210,1560,,,,,,,,,,,,,,,,,
27880,3951574,4,4204,1515,,,,,,,,,,,,,,,,,
27880,3951575,5,4220,1510,,,,,,,,,,,,,,,,,
27880,3951576,6,4229,1595,,,,,,,,,,,,,,,,,
27881,3951691,1,6051,4308,,,,,,,,,,,,,,,,,
27881,3951692,2,6034,4309,,,,,,,,,,,,,,,,,
27881,3951693,3,3695,2207,,,,,,,,,,,,,,,,,
27881,3951694,4,5511,2053,,,,,,,,,,,,,,,,,
27881,3951695,5,5511,2057,,,,,,,,,,,,,,,,,
27881,3951696,6,5511,2036,,,,,,,,,,,,,,,,,
27881,3951697,7,6032,4329,,,,,,,,,,,,,,,,,
27881,3951698,8,6042,4311,,,,,,,,,,,,,,,,,
27882,3951699,,4811,3733,,,,,,,,,,,,,,,,,
27883,3951700,1,5603,4078,,,,,,,,,,,,,,,,,
27883,3951701,2,5576,4070,,,,,,,,,,,,,,,,,
27883,3951702,3,5106,3621,,,,,,,,,,,,,,,,,
27883,3951703,4,5562,4086,,,,,,,,,,,,,,,,,
27883,3951704,5,5627,4089,,,,,,,,,,,,,,,,,
27884,3951705,1,5801,4322,,,,,,,,,,,,,,,,,
27884,3951706,2,5450,4164,,,,,,,,,,,,,,,,,
27884,3951707,3,5435,4118,,,,,,,,,,,,,,,,,
27884,3951708,4,5460,4167,,,,,,,,,,,,,,,,,
27885,3951709,1,5716,4365,,,,,,,,,,,,,,,,,
27885,3951710,2,5630,4334,,,,,,,,,,,,,,,,,
27885,3951711,3,5485,3471,,,,,,,,,,,,,,,,,
27885,3951712,4,5493,3506,,,,,,,,,,,,,,,,,
27885,3951713,5,5533,3589,,,,,,,,,,,,,,,,,
27885,3951714,6,5470,3638,,,,,,,,,,,,,,,,,
27885,3951715,7,5510,3810,,,,,,,,,,,,,,,,,
27885,3951716,8,5502,3849,,,,,,,,,,,,,,,,,
27885,3951717,9,5505,4046,,,,,,,,,,,,,,,,,
27885,3951718,10,5496,3982,,,,,,,,,,,,,,,,,
27885,3951719,11,5508,4229,,,,,,,,,,,,,,,,,
27885,3951720,12,5499,4205,,,,,,,,,,,,,,,,,
27885,3951721,13,5533,4369,,,,,,,,,,,,,,,,,
27886,3951722,1,5515,4295,,,,,,,,,,,,,,,,,
27886,3951723,2,5503,4312,,,,,,,,,,,,,,,,,
27886,3951724,3,5111,3648,,,,,,,,,,,,,,,,,
27886,3951725,4,5525,4269,,,,,,,,,,,,,,,,,
27886,3951726,5,5508,4276,,,,,,,,,,,,,,,,,
27887,3951727,1,4332,2780,,,,,,,,,,,,,,,,,
27887,3951728,2,4317,2840,,,,,,,,,,,,,,,,,
27887,3951729,3,4315,2747,,,,,,,,,,,,,,,,,
27887,3951730,4,4311,2704,,,,,,,,,,,,,,,,,
27887,3951731,5,4325,2716,,,,,,,,,,,,,,,,,
27887,3951732,6,4341,2785,,,,,,,,,,,,,,,,,
27888,3951733,2,5730,3768,,,,,,,,,,,,,,,,,
27888,3951734,3,5680,3747,,,,,,,,,,,,,,,,,
27888,3951735,4,5733,3728,,,,,,,,,,,,,,,,,
27888,3951736,5,5705,3768,,,,,,,,,,,,,,,,,
27888,3951737,6,3515,1881,,,,,,,,,,,,,,,,,
27888,3951738,7,3463,3656,,,,,,,,,,,,,,,,,
27888,3951739,8,3509,1852,,,,,,,,,,,,,,,,,
27888,3951740,9,5676,3767,,,,,,,,,,,,,,,,,
27888,3951741,1,5701,3740,,,,,,,,,,,,,,,,,
27888,3951742,10,5701,3740,,,,,,,,,,,,,,,,,
27888,3951743,11,5686,3782,,,,,,,,,,,,,,,,,
27889,3959785,,3641,3200,,,,,,,,,,,,,,,,,
27890,3959788,,4813,3737,,,,,,,,,,,,,,,,,
27891,1696279,1,6414,4104,,,,,,,,,,,,,,,,,
27892,3959845,1,6734,2378,,,,,,,,,,,,,,,,,
27892,3951849,2,4244,6741,,,,,,,,,,,,,,,,,
27892,3951850,3,6749,4101,,,,,,,,,,,,,,,,,
27892,3951851,4,6747,4259,,,,,,,,,,,,,,,,,
27892,3951852,5,6750,2359,,,,,,,,,,,,,,,,,
27892,3951853,6,6758,4240,,,,,,,,,,,,,,,,,
27893,3951744,,5701,3754,,,,,,,,,,,,,,,,,
27894,3951745,1,6214,4805,,,,,,,,,,,,,,,,,
27894,3951746,2,6217,4784,,,,,,,,,,,,,,,,,
27894,3951747,3,6200,4800,,,,,,,,,,,,,,,,,
27894,3951748,4,6217,4786,,,,,,,,,,,,,,,,,
27895,3951749,1,6193,4808,,,,,,,,,,,,,,,,,
27895,3951750,2,5179,7919,,,,,,,,,,,,,,,,,
27895,3951751,3,6197,4799,,,,,,,,,,,,,,,,,
27896,3951752,1,6197,4807,,,,,,,,,,,,,,,,,
27896,3951753,2,5178,7935,,,,,,,,,,,,,,,,,
27896,3951754,3,6207,4807,,,,,,,,,,,,,,,,,
27897,3951755,1,4807,6188,,,,,,,,,,,,,,,,,
27897,3951756,2,5157,7949,,,,,,,,,,,,,,,,,
27897,3951757,3,6188,4804,,,,,,,,,,,,,,,,,
27898,3951758,1,6188,4816,,,,,,,,,,,,,,,,,
27898,3951759,2,5155,7960,,,,,,,,,,,,,,,,,
27898,3951760,3,6197,4816,,,,,,,,,,,,,,,,,
27899,3951761,1,6172,4817,,,,,,,,,,,,,,,,,
27899,3951762,2,5148,7953,,,,,,,,,,,,,,,,,
27899,3951763,3,6180,4822,,,,,,,,,,,,,,,,,
27900,3951764,1,6195,4800,,,,,,,,,,,,,,,,,
27900,3951765,2,5162,7947,,,,,,,,,,,,,,,,,
27900,3951766,3,6200,4807,,,,,,,,,,,,,,,,,
27901,3951767,1,6178,4789,,,,,,,,,,,,,,,,,
27901,3951768,2,6181,4790,,,,,,,,,,,,,,,,,
27901,3951769,3,6180,4790,,,,,,,,,,,,,,,,,
27901,3951770,4,6185,4799,,,,,,,,,,,,,,,,,
27902,3951771,1,6199,4817,,,,,,,,,,,,,,,,,
27902,3951772,2,5161,7926,,,,,,,,,,,,,,,,,
27902,3951773,3,6209,4807,,,,,,,,,,,,,,,,,
27903,3951774,1,6203,4795,,,,,,,,,,,,,,,,,
27903,3951775,2,5178,7924,,,,,,,,,,,,,,,,,
27903,3951776,3,6205,4799,,,,,,,,,,,,,,,,,
27904,3951777,1,6200,4797,,,,,,,,,,,,,,,,,
27904,3951778,2,5157,7927,,,,,,,,,,,,,,,,,
27904,3951779,3,6197,4799,,,,,,,,,,,,,,,,,
27905,3951780,1,6201,4808,,,,,,,,,,,,,,,,,
27905,3951781,2,5165,7929,,,,,,,,,,,,,,,,,
27905,3951782,3,6188,4799,,,,,,,,,,,,,,,,,
27906,3951783,1,6195,4807,,,,,,,,,,,,,,,,,
27906,3951784,2,5167,7926,,,,,,,,,,,,,,,,,
27906,3951785,3,6182,4803,,,,,,,,,,,,,,,,,
27907,3951786,1,6205,4790,,,,,,,,,,,,,,,,,
27907,3951787,2,5172,7947,,,,,,,,,,,,,,,,,
27907,3951788,3,6203,4800,,,,,,,,,,,,,,,,,
27908,3951789,1,6198,4799,,,,,,,,,,,,,,,,,
27908,3951790,2,5165,7927,,,,,,,,,,,,,,,,,
27908,3951791,3,6204,4799,,,,,,,,,,,,,,,,,
27909,3951792,1,6205,4799,,,,,,,,,,,,,,,,,
27909,3951793,2,6197,4812,,,,,,,,,,,,,,,,,
27909,3951794,3,6181,4790,,,,,,,,,,,,,,,,,
27909,3951795,4,6214,4790,,,,,,,,,,,,,,,,,
27910,3951796,1,6193,4799,,,,,,,,,,,,,,,,,
27910,3951797,2,6180,4782,,,,,,,,,,,,,,,,,
27910,3951798,3,6188,4790,,,,,,,,,,,,,,,,,
27910,3951799,4,6188,4799,,,,,,,,,,,,,,,,,
27911,3951800,1,4791,3116,,,,,,,,,,,,,,,,,
27911,3951801,2,4784,3113,,,,,,,,,,,,,,,,,
27911,3951802,3,4779,3110,,,,,,,,,,,,,,,,,
27911,3951803,4,4819,3123,,,,,,,,,,,,,,,,,
27912,3951804,1,5902,2448,,,,,,,,,,,,,,,,,
27912,3951805,2,5917,2450,,,,,,,,,,,,,,,,,
27913,3951806,1,6213,4795,,,,,,,,,,,,,,,,,
27913,3951807,2,6169,4747,,,,,,,,,,,,,,,,,
27913,3951808,3,4763,4612,,,,,,,,,,,,,,,,,
27913,3951809,4,6188,4779,,,,,,,,,,,,,,,,,
27913,3951810,5,6209,4799,,,,,,,,,,,,,,,,,
27914,3951811,1,4437,3352,,,,,,,,,,,,,,,,,
27914,3951812,2,4450,3326,,,,,,,,,,,,,,,,,
27914,3951813,3,4322,3353,,,,,,,,,,,,,,,,,
27914,3951814,4,4330,3347,,,,,,,,,,,,,,,,,
27914,3951815,5,4302,3319,,,,,,,,,,,,,,,,,
27914,3951816,6,4328,3356,,,,,,,,,,,,,,,,,
27914,3951817,7,4296,3324,,,,,,,,,,,,,,,,,
27914,3951818,8,4308,3324,,,,,,,,,,,,,,,,,
27914,3951819,9,4315,3342,,,,,,,,,,,,,,,,,
27914,3951820,10,4315,3328,,,,,,,,,,,,,,,,,
27914,3951821,11,4450,3360,,,,,,,,,,,,,,,,,
27915,3951822,,7858,5202,,,,,,,,,,,,,,,,,
27916,3951823,,7877,5217,,,,,,,,,,,,,,,,,
27917,3951824,1,7315,5069,,,,,,,,,,,,,,,,,
27917,3951825,2,7301,5085,,,,,,,,,,,,,,,,,
27917,3951826,3,7294,5058,,,,,,,,,,,,,,,,,
27918,3951827,,6205,3925,,,,,,,,,,,,,,,,,
27919,3951828,1,5353,2294,,,,,,,,,,,,,,,,,
27919,3951829,2,5309,2263,,,,,,,,,,,,,,,,,
27919,3951830,3,5315,2251,,,,,,,,,,,,,,,,,
27919,3951831,4,5326,2279,,,,,,,,,,,,,,,,,
27920,3951832,,7288,4782,,,,,,,,,,,,,,,,,
27921,3951833,1,5421,3143,,,,,,,,,,,,,,,,,
27921,3951834,2,5369,3103,,,,,,,,,,,,,,,,,
27921,3951835,3,5351,3104,,,,,,,,,,,,,,,,,
27921,3951836,4,5414,3135,,,,,,,,,,,,,,,,,
27922,3951837,1,8768,3660,,,,,,,,,,,,,,,,,
27922,3951838,2,8745,3656,,,,,,,,,,,,,,,,,
27922,3951839,3,8746,3650,,,,,,,,,,,,,,,,,
27922,3951840,4,8734,3640,,,,,,,,,,,,,,,,,
27923,3951841,1,7904,5362,,,,,,,,,,,,,,,,,
27923,3951842,2,7860,5369,,,,,,,,,,,,,,,,,
27923,3951843,3,7858,5362,,,,,,,,,,,,,,,,,
27923,3951844,4,7858,5337,,,,,,,,,,,,,,,,,
27923,3951845,5,7871,5369,,,,,,,,,,,,,,,,,
27923,3951846,6,7875,5354,,,,,,,,,,,,,,,,,
27923,3951847,7,7868,5362,,,,,,,,,,,,,,,,,
27923,3951848,8,7876,5361,,,,,,,,,,,,,,,,,
27924,3951854,1,6894,4826,,,,,,,,,,,,,,,,,
27924,3951855,2,6890,4788,,,,,,,,,,,,,,,,,
27924,3951856,3,6896,4790,,,,,,,,,,,,,,,,,
27924,3951857,4,6908,4824,,,,,,,,,,,,,,,,,
27925,3951858,,7993,5076,,,,,,,,,,,,,,,,,
27926,3951859,1,5620,3953,,,,,,,,,,,,,,,,,
27926,3951860,2,5620,3950,,,,,,,,,,,,,,,,,
27926,3951861,3,5614,3942,,,,,,,,,,,,,,,,,
27926,3951862,4,5642,3949,,,,,,,,,,,,,,,,,
27927,3951863,1,5613,3970,,,,,,,,,,,,,,,,,
27927,3951864,2,5624,3958,,,,,,,,,,,,,,,,,
27927,3951865,3,5607,3955,,,,,,,,,,,,,,,,,
27927,3951866,4,5621,3953,,,,,,,,,,,,,,,,,
27928,3951867,1,5622,3958,,,,,,,,,,,,,,,,,
27928,3951868,2,5633,3949,,,,,,,,,,,,,,,,,
27928,3951869,3,5601,3941,,,,,,,,,,,,,,,,,
27928,3951870,4,5621,3951,,,,,,,,,,,,,,,,,
27929,3951871,1,5618,3950,,,,,,,,,,,,,,,,,
27929,3951872,2,5625,3944,,,,,,,,,,,,,,,,,
27929,3951873,3,5605,3939,,,,,,,,,,,,,,,,,
27929,3951874,4,5619,3949,,,,,,,,,,,,,,,,,
27930,3951875,1,5623,3952,,,,,,,,,,,,,,,,,
27930,3951876,2,5610,3951,,,,,,,,,,,,,,,,,
27930,3951877,3,5610,3934,,,,,,,,,,,,,,,,,
27930,3951878,4,5614,3954,,,,,,,,,,,,,,,,,
27931,3951879,1,5604,3950,,,,,,,,,,,,,,,,,
27931,3951880,2,5610,3925,,,,,,,,,,,,,,,,,
27931,3951881,3,5594,3946,,,,,,,,,,,,,,,,,
27931,3951882,4,5625,3939,,,,,,,,,,,,,,,,,
27932,3951883,1,5649,3967,,,,,,,,,,,,,,,,,
27932,3951884,2,5619,3953,,,,,,,,,,,,,,,,,
27932,3951885,3,5626,3956,,,,,,,,,,,,,,,,,
27932,3951886,4,5652,3959,,,,,,,,,,,,,,,,,
27933,3951887,1,5610,3959,,,,,,,,,,,,,,,,,
27933,3951888,2,5625,3959,,,,,,,,,,,,,,,,,
27933,3951889,3,5618,3953,,,,,,,,,,,,,,,,,
27933,3951890,4,5623,3950,,,,,,,,,,,,,,,,,
27934,3951891,1,5615,3959,,,,,,,,,,,,,,,,,
27934,3951892,2,5613,3952,,,,,,,,,,,,,,,,,
27934,3951893,3,5614,3933,,,,,,,,,,,,,,,,,
27934,3951894,4,5623,3953,,,,,,,,,,,,,,,,,
27935,3951895,,5059,3338,,,,,,,,,,,,,,,,,
27936,3951896,1,3311,4320,,,,,,,,,,,,,,,,,
27936,3951897,2,6224,4319,,,,,,,,,,,,,,,,,
27937,3951898,,6565,4636,,,,,,,,,,,,,,,,,
27938,3951899,1,3362,4369,,,,,,,,,,,,,,,,,
27938,3951900,2,6245,4345,,,,,,,,,,,,,,,,,
27939,3951901,1,7256,5234,,,,,,,,,,,,,,,,,
27939,3951902,2,7264,5217,,,,,,,,,,,,,,,,,
27939,3951903,3,7257,5202,,,,,,,,,,,,,,,,,
27939,3951904,4,7251,5235,,,,,,,,,,,,,,,,,
27940,3951905,1,6659,2807,,,,,,,,,,,,,,,,,
27940,3951906,2,6627,2773,,,,,,,,,,,,,,,,,
27940,3951907,3,6042,2707,,,,,,,,,,,,,,,,,
27940,3951908,4,6052,2699,,,,,,,,,,,,,,,,,
27940,3951909,5,6642,2794,,,,,,,,,,,,,,,,,
27940,3951910,6,6635,2802,,,,,,,,,,,,,,,,,
27941,3951911,1,7522,5312,,,,,,,,,,,,,,,,,
27941,3951912,2,5580,7822,,,,,,,,,,,,,,,,,
27941,3951913,3,7497,5310,,,,,,,,,,,,,,,,,
27942,3951914,1,7542,5311,,,,,,,,,,,,,,,,,
27942,3951915,2,5587,7850,,,,,,,,,,,,,,,,,
27942,3951916,3,7527,5320,,,,,,,,,,,,,,,,,
27943,3951917,1,7564,5328,,,,,,,,,,,,,,,,,
27943,3951918,2,5625,7836,,,,,,,,,,,,,,,,,
27943,3951919,3,7562,5321,,,,,,,,,,,,,,,,,
27944,3951920,1,7525,5320,,,,,,,,,,,,,,,,,
27944,3951921,2,5598,7841,,,,,,,,,,,,,,,,,
27944,3951922,3,7530,5320,,,,,,,,,,,,,,,,,
27945,3951923,1,7530,5337,,,,,,,,,,,,,,,,,
27945,3951924,2,5585,7851,,,,,,,,,,,,,,,,,
27945,3951925,3,7522,5320,,,,,,,,,,,,,,,,,
27946,3951926,1,5451,3481,,,,,,,,,,,,,,,,,
27946,3951927,2,5272,3302,,,,,,,,,,,,,,,,,
27946,3951928,3,5290,3316,,,,,,,,,,,,,,,,,
27946,3951929,4,5469,3494,,,,,,,,,,,,,,,,,
27947,3951930,1,5284,3316,,,,,,,,,,,,,,,,,
27947,3951931,2,5278,3328,,,,,,,,,,,,,,,,,
27948,3951932,1,5286,3322,,,,,,,,,,,,,,,,,
27948,3951933,2,5285,3325,,,,,,,,,,,,,,,,,
27949,3951934,1,6035,7062,,,,,,,,,,,,,,,,,
27949,3951935,2,8763,5261,,,,,,,,,,,,,,,,,
27950,3951936,1,4818,3135,,,,,,,,,,,,,,,,,
27950,3951937,2,4792,3114,,,,,,,,,,,,,,,,,
27950,3951938,3,4791,3118,,,,,,,,,,,,,,,,,
27951,3951939,1,5293,4022,,,,,,,,,,,,,,,,,
27951,3951940,2,5281,4033,,,,,,,,,,,,,,,,,
27951,3951941,3,5278,4039,,,,,,,,,,,,,,,,,
27951,3951942,4,5285,4026,,,,,,,,,,,,,,,,,
27952,3951943,1,5029,3910,,,,,,,,,,,,,,,,,
27952,3951944,2,4944,3881,,,,,,,,,,,,,,,,,
27952,3951945,3,4960,3876,,,,,,,,,,,,,,,,,
27952,3951946,4,4951,3876,,,,,,,,,,,,,,,,,
27952,3951947,5,4941,3871,,,,,,,,,,,,,,,,,
27953,3951948,1,3950,2652,,,,,,,,,,,,,,,,,
27953,3951949,2,3955,2646,,,,,,,,,,,,,,,,,
27954,3951950,1,3613,2975,,,,,,,,,,,,,,,,,
27954,3951951,2,7180,2973,,,,,,,,,,,,,,,,,
27954,3951952,3,3619,2971,,,,,,,,,,,,,,,,,
27955,3951953,1,4572,2882,,,,,,,,,,,,,,,,,
27955,3951954,2,4574,2875,,,,,,,,,,,,,,,,,
27955,3951955,3,4550,2885,,,,,,,,,,,,,,,,,
27955,3951956,4,4572,2879,,,,,,,,,,,,,,,,,
27956,3951957,1,8280,5207,,,,,,,,,,,,,,,,,
27956,3951958,2,8201,5249,,,,,,,,,,,,,,,,,
27956,3951959,3,8225,5150,,,,,,,,,,,,,,,,,
27956,3951960,4,8243,5224,,,,,,,,,,,,,,,,,
27956,3951961,5,3572,3581,,,,,,,,,,,,,,,,,
27956,3951962,6,3552,3640,,,,,,,,,,,,,,,,,
27956,3951963,7,3579,3606,,,,,,,,,,,,,,,,,
27956,3951964,8,3569,3623,,,,,,,,,,,,,,,,,
27956,3951965,9,8229,5183,,,,,,,,,,,,,,,,,
27956,3951966,10,8222,5151,,,,,,,,,,,,,,,,,
27956,3951967,11,8223,5231,,,,,,,,,,,,,,,,,
27956,3951968,12,8248,5206,,,,,,,,,,,,,,,,,
27957,3951969,1,2807,2406,,,,,,,,,,,,,,,,,
27957,3951970,2,2805,2385,,,,,,,,,,,,,,,,,
27957,3951971,3,2805,2429,,,,,,,,,,,,,,,,,
27957,3951972,4,2798,2374,,,,,,,,,,,,,,,,,
27957,3951973,5,2802,2430,,,,,,,,,,,,,,,,,
27957,3951974,6,2811,2381,,,,,,,,,,,,,,,,,
27957,3951975,7,2811,2401,,,,,,,,,,,,,,,,,
27957,3951976,8,2808,2389,,,,,,,,,,,,,,,,,
27957,3951977,9,2803,2458,,,,,,,,,,,,,,,,,
27957,3951978,10,2808,2368,,,,,,,,,,,,,,,,,
27957,3951979,11,2837,2422,,,,,,,,,,,,,,,,,
27957,3951980,12,2807,2392,,,,,,,,,,,,,,,,,
27957,3951981,13,2839,2387,,,,,,,,,,,,,,,,,
27958,3951982,1,5562,5164,,,,,,,,,,,,,,,,,
27958,3951983,2,5489,4886,,,,,,,,,,,,,,,,,
27958,3951984,3,5481,4894,,,,,,,,,,,,,,,,,
27958,3951985,4,5467,4880,,,,,,,,,,,,,,,,,
27958,3951986,5,5498,4885,,,,,,,,,,,,,,,,,
27959,3951987,1,6614,4938,,,,,,,,,,,,,,,,,
27959,3951988,2,6607,4929,,,,,,,,,,,,,,,,,
27959,3951989,3,6618,4926,,,,,,,,,,,,,,,,,
27960,3951990,,4955,4352,,,,,,,,,,,,,,,,,
27961,3951991,1,6149,4745,,,,,,,,,,,,,,,,,
27961,3951992,2,4741,3203,,,,,,,,,,,,,,,,,
27961,3951993,3,4731,2946,,,,,,,,,,,,,,,,,
27961,3951994,4,4728,3217,,,,,,,,,,,,,,,,,
27961,3951995,5,4715,3108,,,,,,,,,,,,,,,,,
27961,3951996,6,4717,3103,,,,,,,,,,,,,,,,,
27961,3951997,7,4731,3074,,,,,,,,,,,,,,,,,
27961,3951998,8,4729,3105,,,,,,,,,,,,,,,,,
27961,3951999,9,6102,4725,,,,,,,,,,,,,,,,,
27961,3952000,10,6169,4767,,,,,,,,,,,,,,,,,
27962,3952001,1,4854,2805,,,,,,,,,,,,,,,,,
27962,3952002,2,4665,2714,,,,,,,,,,,,,,,,,
27962,3952003,3,4684,2696,,,,,,,,,,,,,,,,,
27962,3952004,4,4846,2795,,,,,,,,,,,,,,,,,
27963,3952005,1,4734,3079,,,,,,,,,,,,,,,,,
27963,3952006,2,4731,3068,,,,,,,,,,,,,,,,,
27963,3952007,3,4729,3059,,,,,,,,,,,,,,,,,
27964,3952008,1,6523,4621,,,,,,,,,,,,,,,,,
27964,3952009,2,5332,7461,,,,,,,,,,,,,,,,,
27964,3952010,3,6537,4604,,,,,,,,,,,,,,,,,
27965,3952011,1,6299,4394,,,,,,,,,,,,,,,,,
27965,3952012,2,6285,4391,,,,,,,,,,,,,,,,,
27966,3952013,,5141,3605,,,,,,,,,,,,,,,,,
27967,3952014,,5165,3659,,,,,,,,,,,,,,,,,
27968,3952015,,7453,5106,,,,,,,,,,,,,,,,,
27969,3952016,,5151,7179,,,,,,,,,,,,,,,,,
27970,3952017,,7249,5116,,,,,,,,,,,,,,,,,
27971,3952018,1,4324,4619,,,,,,,,,,,,,,,,,
27971,3952019,2,4328,4603,,,,,,,,,,,,,,,,,
27971,3952020,3,4331,4658,,,,,,,,,,,,,,,,,
27971,3952021,4,4329,4612,,,,,,,,,,,,,,,,,
27971,3952022,5,4332,4659,,,,,,,,,,,,,,,,,
27971,3952023,6,4323,4597,,,,,,,,,,,,,,,,,
27971,3952024,7,4322,4632,,,,,,,,,,,,,,,,,
27971,3952025,8,4329,4613,,,,,,,,,,,,,,,,,
27971,3952026,9,4324,4633,,,,,,,,,,,,,,,,,
27971,3952027,10,4331,4605,,,,,,,,,,,,,,,,,
27971,3952028,11,3260,4031,,,,,,,,,,,,,,,,,
27971,3952029,12,4336,4620,,,,,,,,,,,,,,,,,
27972,3952030,1,5695,4079,,,,,,,,,,,,,,,,,
27972,3952031,2,5675,4068,,,,,,,,,,,,,,,,,
27972,3952032,3,5569,3187,,,,,,,,,,,,,,,,,
27972,3952033,4,5596,4035,,,,,,,,,,,,,,,,,
27972,3952034,5,5606,4038,,,,,,,,,,,,,,,,,
27972,3952035,6,5600,4035,,,,,,,,,,,,,,,,,
27972,3952036,7,5597,4038,,,,,,,,,,,,,,,,,
27972,3952037,8,5609,4036,,,,,,,,,,,,,,,,,
27972,3952038,9,5612,4030,,,,,,,,,,,,,,,,,
27972,3952039,10,5618,4031,,,,,,,,,,,,,,,,,
27972,3952040,11,5614,4030,,,,,,,,,,,,,,,,,
27972,3952041,12,5691,4082,,,,,,,,,,,,,,,,,
27972,3952042,13,5700,4317,,,,,,,,,,,,,,,,,
27973,3952043,1,7999,3194,,,,,,,,,,,,,,,,,
27973,3952044,2,7778,3097,,,,,,,,,,,,,,,,,
27973,3952045,3,7776,6090,,,,,,,,,,,,,,,,,
27973,3952046,4,7789,3096,,,,,,,,,,,,,,,,,
27974,3952047,1,4968,3525,,,,,,,,,,,,,,,,,
27974,3952048,2,4958,3494,,,,,,,,,,,,,,,,,
27974,3952049,3,4972,3535,,,,,,,,,,,,,,,,,
27974,3952050,4,4958,3517,,,,,,,,,,,,,,,,,
27974,3952051,5,3104,2367,,,,,,,,,,,,,,,,,
27975,3952427,1,4773,3126,,,,,,,,,,,,,,,,,
27975,3952425,2,4781,3122,,,,,,,,,,,,,,,,,
27975,3952426,3,4775,3130,,,,,,,,,,,,,,,,,
27976,3952428,1,5312,3557,,,,,,,,,,,,,,,,,
27976,3952429,2,5306,7056,,,,,,,,,,,,,,,,,
27976,3952430,3,5311,3545,,,,,,,,,,,,,,,,,
