menu_id,image_id
12460,1603595
12460,1603596
12460,1603597
12460,1603598
12461,1603591
12461,1603592
12461,1603593
12461,1603594
12462,4000001128
12462,474450
12463,4000009170
12463,466928
12464,4000009171
12464,466930
12465,4000009172
12465,466931
12466,4000009173
12466,466932
12467,4000009174
12467,4000009175
12467,4000009176
12467,466933
12468,4000009178
12468,466935
12469,4000009180
12469,466939
12470,4000009181
12470,466940
12471,4000009182
12471,466941
12472,4000009183
12472,4000009184
12472,4000009185
12472,466942
12473,4000009187
12473,466944
12474,4000009188
12474,4000009189
12474,4000009190
12474,4000009191
12474,4000009192
12474,4000009193
12474,4000009194
12474,4000009195
12474,4000009196
12474,4000009197
12474,4000009198
12474,466945
12475,4000009199
12475,466946
12476,4000009200
12476,4000009201
12476,4000009202
12476,466947
12477,4000009203
12477,466948
12478,4000009203
12478,466948
12479,4000009205
12479,4000009206
12479,4000009207
12479,466950
12480,4000009208
12480,466951
12481,4000009209
12481,466952
12482,4000009210
12482,466953
12483,4000009211
12483,466954
12484,4000009212
12484,4000009213
12484,4000009214
12484,4000009215
12484,4000009216
12484,466955
12485,4000009218
12485,466957
12486,4000009223
12486,466960
12487,4000009228
12487,466963
12488,4000009229
12488,4000009230
12488,4000009231
12488,466964
12489,4000009232
12489,4000009233
12489,4000009234
12489,466965
12490,4000009240
12490,466969
12491,4000009250
12491,466975
12492,4000009251
12492,4000009252
12492,4000009253
12492,4000009254
12492,4000009255
12492,4000009256
12492,4000009257
12492,4000009258
12492,4000009259
12492,466976
12493,4000009260
12493,466977
12494,4000009261
12494,4000009262
12494,4000009263
12494,4000009264
12494,4000009265
12494,4000009266
12494,4000009267
12494,466978
12495,4000009268
12495,4000009269
12495,4000009270
12495,4000009271
12495,4000009272
12495,4000009273
12495,4000009274
12495,466979
12497,4000009286
12497,466985
12498,4000009287
12498,466987
12499,4000009317
12499,466993
12500,4000009319
12500,466995
12501,4000009327
12501,467001
12502,4000009328
12502,467002
12503,459457
12503,459458
12503,474306
12504,4000008153
12504,475809
12505,4000008159
12505,475815
12506,4000008160
12506,4000008161
12506,4000008162
12506,475816
12507,4000008163
12507,475817
12508,4000008164
12508,475818
12509,4000008165
12509,475829
12510,4000008166
12510,475830
12511,4000008167
12511,4000008168
12511,4000008169
12511,4000008170
12511,4000008171
12511,4000008172
12511,4000008173
12511,4000008174
12511,4000008175
12511,4000008176
12511,4000008177
12511,475831
12515,4000000922
12515,474376
12516,4000000055
12516,4000000056
12516,4000000057
12516,476926
12517,4000002069
12517,474800
12518,4000013960
12518,4000013961
12518,4000013962
12518,471634
12519,4000013970
12519,4000013971
12519,4000013972
12519,471640
12520,4000013973
12520,4000013974
12520,4000013975
12520,4000013976
12520,4000013977
12520,4000013978
12520,471641
12522,4000013980
12522,4000013981
12522,4000013982
12522,471643
12523,4000013983
12523,4000013984
12523,4000013985
12523,4000013986
12523,4000013987
12523,4000013988
12523,4000013989
12523,471644
12524,4000013990
12524,4000013991
12524,4000013992
12524,471645
12525,4000008389
12525,4000008390
12525,4000008391
12525,466403
12526,4000008395
12526,466407
12527,4000008396
12527,466408
12528,4000008398
12528,466410
12529,4000008400
12529,4000008401
12529,4000008402
12529,466412
12530,4000008403
12530,466413
12531,4000008406
12531,466418
12532,4000008407
12532,466419
12533,4000008408
12533,466420
12534,4000008637
12534,466586
12535,4000008638
12535,466588
12536,4000008639
12536,466589
12537,4000008640
12537,466590
12538,4000008904
12538,466764
12539,4000008913
12539,4000008914
12539,4000008915
12539,466773
12544,4000008940
12544,466778
12545,4000008941
12545,4000008942
12545,4000008943
12545,466779
12546,4000014000
12546,4000014001
12546,4000014002
12546,471651
12549,4000014017
12549,471656
12550,4000014018
12550,471657
12551,4000014020
12551,471667
12552,4000014021
12552,471668
12553,4000014022
12553,471669
12554,4000010545
12554,468673
12555,4000010548
12555,468676
12556,4000010555
12556,4000010556
12556,4000010557
12556,468683
12557,4000010559
12557,468685
12558,4000008410
12558,466422
12559,4000008411
12559,4000008412
12559,4000008413
12559,4000008414
12559,4000008415
12559,4000008416
12559,4000008417
12559,466423
12560,4000008418
12560,4000008419
12560,4000008420
12560,466424
12561,4000008424
12561,466433
12562,4000008429
12562,466438
12563,4000009666
12563,4000009667
12563,4000009668
12563,467215
12564,4000009669
12564,4000009670
12564,4000009671
12564,4000009672
12564,4000009673
12564,467216
12566,4000009678
12566,467218
12567,4000009679
12567,467219
12568,4000009681
12568,467221
12569,4000008650
12569,466597
12570,4000008651
12570,466598
12571,4000008652
12571,4000008653
12571,466599
12572,4000008655
12572,466601
12573,4000008656
12573,4000008657
12573,4000008658
12573,466603
12574,4000008660
12574,466614
12575,4000008944
12575,466780
12576,4000008945
12576,466781
12577,4000008947
12577,466783
12578,4000008948
12578,466784
12579,4000008949
12579,466785
12580,1603595
12580,1603596
12580,1603597
12580,1603598
12581,1603591
12581,1603592
12581,1603593
12581,1603594
12582,4000001128
12582,474450
12583,4000009170
12583,466928
12584,4000009171
12584,466930
12585,4000009172
12585,466931
12586,4000009173
12586,466932
12587,4000009174
12587,4000009175
12587,4000009176
12587,466933
12588,4000009178
12588,466935
12589,4000009180
12589,466939
12590,4000009181
12590,466940
12591,4000009182
12591,466941
12592,4000009183
12592,4000009184
12592,4000009185
12592,466942
